index,id,sg_uf,nm_meso_regiao,nm_micro_regiao,setor,nm_divisao,de_faixa_faturamento_estimado,vl_faturamento_estimado_aux,de_nivel_atividade,idade_emp_cat,de_saude_tributaria,de_saude_rescencia,fl_optante_simples,fl_optante_simei,fl_simples_irregular,fl_passivel_iss,fl_me,fl_sa,fl_epp,fl_mei,fl_ltda,fl_spa,fl_st_especial,fl_email,fl_telefone,fl_rm,fl_antt,fl_veiculo,vl_total_veiculos_pesados_grupo,vl_total_veiculos_leves_grupo,fl_matriz,qt_filiais,lat,lng
0,393559,PI,SUDOESTE PIAUIENSE,SAO RAIMUNDO NONATO,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,<= 1,CINZA,SEM INFORMACAO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,0,-9.056215760878686,-42.99891820546836
1,47345,PI,SUDOESTE PIAUIENSE,SAO RAIMUNDO NONATO,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,<= 1,CINZA,SEM INFORMACAO,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-9.056215760878686,-42.99891820546836
2,429644,PI,SUDOESTE PIAUIENSE,SAO RAIMUNDO NONATO,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,<= 1,CINZA,SEM INFORMACAO,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-9.056215760878686,-42.99891820546836
3,197621,PI,SUDOESTE PIAUIENSE,SAO RAIMUNDO NONATO,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,<= 1,CINZA,SEM INFORMACAO,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-9.056215760878686,-42.99891820546836
4,182656,PI,SUDOESTE PIAUIENSE,SAO RAIMUNDO NONATO,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,<= 1,CINZA,SEM INFORMACAO,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-9.056215760878686,-42.99891820546836
5,91333,MA,CENTRO MARANHENSE,MEDIO MEARIM,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,5 a 10,VERDE,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,4,-4.438264943735326,-44.86431167708525
6,121864,MA,CENTRO MARANHENSE,MEDIO MEARIM,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,5 a 10,VERDE,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,4,-4.438264943735326,-44.86431167708525
7,182229,MA,CENTRO MARANHENSE,MEDIO MEARIM,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,5 a 10,VERDE,ACIMA DE 1 ANO,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,3,-4.438264943735326,-44.86431167708525
8,407802,MA,CENTRO MARANHENSE,PRESIDENTE DUTRA,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,5 a 10,VERDE,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,4,-5.33022741280586,-44.266235707645215
9,388197,MA,OESTE MARANHENSE,PINDARE,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,5 a 10,VERDE,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,4,-3.9347846725329614,-45.804197972034274
10,377729,MA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,5 a 10,AZUL,ACIMA DE 1 ANO,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-2.5629617573238668,-44.14298203247793
11,35815,MA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,5 a 10,AZUL,ACIMA DE 1 ANO,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-2.5629617573238668,-44.14298203247793
12,304360,MA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,5 a 10,AZUL,ACIMA DE 1 ANO,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-2.5629617573238668,-44.14298203247793
13,28330,MA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,5 a 10,AZUL,ACIMA DE 1 ANO,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-2.5629617573238668,-44.14298203247793
14,46151,MA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,5 a 10,AZUL,ACIMA DE 1 ANO,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,1,0,-2.5629617573238668,-44.14298203247793
15,195279,RN,OESTE POTIGUAR,UMARIZAL,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,ALTA,> 20,VERDE,ACIMA DE 1 ANO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,-6.108589700995354,-37.81975253976374
16,125145,RN,OESTE POTIGUAR,UMARIZAL,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,ALTA,> 20,VERDE,ACIMA DE 1 ANO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,-6.108589700995354,-37.81975253976374
17,12686,RN,OESTE POTIGUAR,UMARIZAL,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,ALTA,> 20,VERDE,ACIMA DE 1 ANO,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,0,-6.108589700995354,-37.81975253976374
18,67588,RN,OESTE POTIGUAR,UMARIZAL,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,ALTA,> 20,VERDE,ACIMA DE 1 ANO,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1,0,-6.108589700995354,-37.81975253976374
19,2675,RN,OESTE POTIGUAR,PAU DOS FERROS,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,ALTA,> 20,VERDE,ACIMA DE 1 ANO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,-6.114341561258006,-38.101111213705686
20,444554,RN,LESTE POTIGUAR,NATAL,COMERCIO,COMERCIO VAREJISTA,"DE R$ 1.500.000,01 A R$ 4.800.000,00",3029140.8,ALTA,15 a 20,VERDE,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0.0,1,3,-5.692452127652593,-35.26688320588548
21,373321,RN,LESTE POTIGUAR,NATAL,COMERCIO,COMERCIO VAREJISTA,"DE R$ 1.500.000,01 A R$ 4.800.000,00",3709152.0,ALTA,5 a 10,VERDE,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0.0,1,2,-5.692452127652593,-35.26688320588548
22,27627,RN,LESTE POTIGUAR,NATAL,COMERCIO,COMERCIO VAREJISTA,"DE R$ 1.500.000,01 A R$ 4.800.000,00",3214598.5,ALTA,15 a 20,VERDE,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0.0,1,1,-5.692452127652593,-35.26688320588548
23,405979,RN,LESTE POTIGUAR,NATAL,COMERCIO,COMERCIO VAREJISTA,"DE R$ 1.500.000,01 A R$ 4.800.000,00",3770971.2,ALTA,10 a 15,VERDE,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,1,3,-5.692452127652593,-35.26688320588548
24,413439,RN,LESTE POTIGUAR,NATAL,COMERCIO,COMERCIO POR ATACADO EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS,"DE R$ 1.500.000,01 A R$ 4.800.000,00",4389163.0,ALTA,1 a 5,VERDE,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0.0,1,4,-5.692452127652593,-35.26688320588548
25,445836,MA,SUL MARANHENSE,GERAIS DE BALSAS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,5 a 10,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,-7.83049733358329,-46.38041784484661
26,213292,MA,SUL MARANHENSE,GERAIS DE BALSAS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,5 a 10,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,-7.83049733358329,-46.38041784484661
27,5267,MA,SUL MARANHENSE,GERAIS DE BALSAS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,5 a 10,AZUL,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,-7.83049733358329,-46.38041784484661
28,61623,MA,SUL MARANHENSE,GERAIS DE BALSAS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,5 a 10,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1,0,-7.83049733358329,-46.38041784484661
29,377066,MA,SUL MARANHENSE,GERAIS DE BALSAS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,10 a 15,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,-7.83049733358329,-46.38041784484661
30,65577,AM,CENTRO AMAZONENSE,MANAUS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,ALTA,5 a 10,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0.0,1,0,-3.4079143324329624,-59.8661312808591
31,108490,AM,CENTRO AMAZONENSE,MANAUS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,ALTA,5 a 10,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0.0,1,0,-3.4079143324329624,-59.8661312808591
32,83081,AM,CENTRO AMAZONENSE,MANAUS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,ALTA,5 a 10,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0.0,1,0,-3.4079143324329624,-59.8661312808591
33,146418,AM,CENTRO AMAZONENSE,MANAUS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,ALTA,5 a 10,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0.0,1,0,-3.4079143324329624,-59.8661312808591
34,148276,AM,CENTRO AMAZONENSE,MANAUS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,ALTA,5 a 10,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0.0,1,0,-3.4079143324329624,-59.8661312808591
35,402363,RN,LESTE POTIGUAR,NATAL,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,<= 1,CINZA,SEM INFORMACAO,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.0,0.0,1,0,-5.692452127652593,-35.26688320588548
36,243606,RN,LESTE POTIGUAR,NATAL,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,<= 1,CINZA,SEM INFORMACAO,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.0,0.0,1,0,-5.692452127652593,-35.26688320588548
37,453189,RN,LESTE POTIGUAR,NATAL,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,<= 1,CINZA,SEM INFORMACAO,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.0,0.0,1,0,-5.692452127652593,-35.26688320588548
38,448869,RN,LESTE POTIGUAR,NATAL,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,<= 1,CINZA,SEM INFORMACAO,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.0,0.0,1,0,-5.692452127652593,-35.26688320588548
39,303064,RN,LESTE POTIGUAR,NATAL,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,<= 1,CINZA,SEM INFORMACAO,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.0,0.0,1,0,-5.692452127652593,-35.26688320588548
40,334224,MA,SUL MARANHENSE,GERAIS DE BALSAS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 360.000,01 A R$ 1.500.000,00",927288.0,ALTA,1 a 5,CINZA,ATE 1 ANO,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-7.83049733358329,-46.38041784484661
41,24669,MA,SUL MARANHENSE,GERAIS DE BALSAS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 360.000,01 A R$ 1.500.000,00",930000.0,MEDIA,1 a 5,CINZA,ATE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-7.83049733358329,-46.38041784484661
42,127192,MA,SUL MARANHENSE,GERAIS DE BALSAS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 360.000,01 A R$ 1.500.000,00",741830.4,ALTA,1 a 5,CINZA,ATE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,1,0,-7.83049733358329,-46.38041784484661
43,204171,MA,SUL MARANHENSE,GERAIS DE BALSAS,COMERCIO,COMERCIO VAREJISTA,"DE R$ 360.000,01 A R$ 1.500.000,00",930000.0,MEDIA,1 a 5,VERDE,ATE 1 ANO,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-7.83049733358329,-46.38041784484661
44,29746,MA,SUL MARANHENSE,PORTO FRANCO,COMERCIO,COMERCIO VAREJISTA,"DE R$ 360.000,01 A R$ 1.500.000,00",930000.0,BAIXA,1 a 5,CINZA,ATE 1 ANO,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-6.6774510091167745,-47.137907994540434
45,243796,PI,CENTRO NORTE PIAUIENSE,TERESINA,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,5 a 10,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1,0,-5.093218676411015,-42.69862666885265
46,88648,PI,CENTRO NORTE PIAUIENSE,TERESINA,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,5 a 10,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1,0,-5.093218676411015,-42.69862666885265
47,72192,PI,CENTRO NORTE PIAUIENSE,TERESINA,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,5 a 10,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1,0,-5.093218676411015,-42.69862666885265
48,172520,PI,CENTRO NORTE PIAUIENSE,TERESINA,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,5 a 10,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1,0,-5.093218676411015,-42.69862666885265
49,225337,PI,CENTRO NORTE PIAUIENSE,TERESINA,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,5 a 10,AZUL,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1,0,-5.093218676411015,-42.69862666885265
50,380457,RO,MADEIRA-GUAPORE,PORTO VELHO,INDUSTRIA,FABRICACAO DE PRODUTOS DIVERSOS,"ATE R$ 81.000,00",51516.0,ALTA,1 a 5,VERDE,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-8.76183,-63.902
51,345904,RO,MADEIRA-GUAPORE,PORTO VELHO,INDUSTRIA,FABRICACAO DE VEICULOS AUTOMOTORES REBOQUES E CARROCERIAS,"ATE R$ 81.000,00",51516.0,ALTA,1 a 5,VERDE,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-8.76183,-63.902
52,351964,RO,MADEIRA-GUAPORE,PORTO VELHO,INDUSTRIA,FABRICACAO DE PRODUTOS DIVERSOS,"ATE R$ 81.000,00",51516.0,ALTA,5 a 10,VERDE,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-8.76183,-63.902
53,49623,RO,MADEIRA-GUAPORE,PORTO VELHO,INDUSTRIA,FABRICACAO DE PRODUTOS DIVERSOS,"ATE R$ 81.000,00",51516.0,ALTA,5 a 10,VERDE,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-8.76183,-63.902
54,232137,RO,MADEIRA-GUAPORE,PORTO VELHO,INDUSTRIA,FABRICACAO DE PRODUTOS DIVERSOS,"ATE R$ 81.000,00",51516.0,ALTA,1 a 5,VERDE,ACIMA DE 1 ANO,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,1,1,-8.76183,-63.902
55,262167,MA,CENTRO MARANHENSE,PRESIDENTE DUTRA,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,1 a 5,VERDE,ACIMA DE 1 ANO,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-5.33022741280586,-44.266235707645215
56,264055,MA,CENTRO MARANHENSE,PRESIDENTE DUTRA,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,1 a 5,VERDE,ACIMA DE 1 ANO,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-5.33022741280586,-44.266235707645215
57,64086,MA,CENTRO MARANHENSE,PRESIDENTE DUTRA,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,1 a 5,VERDE,ACIMA DE 1 ANO,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-5.33022741280586,-44.266235707645215
58,395915,MA,CENTRO MARANHENSE,PRESIDENTE DUTRA,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,1 a 5,VERDE,ACIMA DE 1 ANO,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-5.33022741280586,-44.266235707645215
59,38942,MA,CENTRO MARANHENSE,PRESIDENTE DUTRA,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,1 a 5,VERDE,ACIMA DE 1 ANO,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,1,0,-5.33022741280586,-44.266235707645215
60,193533,MA,SUL MARANHENSE,PORTO FRANCO,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,5 a 10,VERDE,ACIMA DE 1 ANO,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,1,0,-6.6774510091167745,-47.137907994540434
61,121368,MA,SUL MARANHENSE,PORTO FRANCO,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,5 a 10,VERDE,ACIMA DE 1 ANO,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,1,0,-6.6774510091167745,-47.137907994540434
62,157054,MA,SUL MARANHENSE,PORTO FRANCO,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,5 a 10,VERDE,ACIMA DE 1 ANO,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,1,0,-6.6774510091167745,-47.137907994540434
63,288548,MA,SUL MARANHENSE,PORTO FRANCO,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,5 a 10,VERDE,ACIMA DE 1 ANO,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0.0,1,0,-6.6774510091167745,-47.137907994540434
64,95191,MA,SUL MARANHENSE,PORTO FRANCO,COMERCIO,COMERCIO VAREJISTA,"ATE R$ 81.000,00",50000.0,MEDIA,5 a 10,VERDE,ACIMA DE 1 ANO,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0.0,1,0,-6.6774510091167745,-47.137907994540434
65,70307,MA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,INDUSTRIA,FABRICACAO DE PRODUTOS ALIMENTICIOS,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,> 20,LARANJA,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-2.5629617573238668,-44.14298203247793
66,420227,MA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,INDUSTRIA,FABRICACAO DE PRODUTOS ALIMENTICIOS,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,> 20,LARANJA,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-2.5629617573238668,-44.14298203247793
67,151487,MA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,INDUSTRIA,FABRICACAO DE PRODUTOS ALIMENTICIOS,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,> 20,LARANJA,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-2.5629617573238668,-44.14298203247793
68,1369,MA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,INDUSTRIA,FABRICACAO DE PRODUTOS ALIMENTICIOS,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,> 20,LARANJA,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-2.5629617573238668,-44.14298203247793
69,93377,MA,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,INDUSTRIA,FABRICACAO DE PRODUTOS ALIMENTICIOS,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,MEDIA,> 20,LARANJA,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-2.5629617573238668,-44.14298203247793
70,42419,PI,CENTRO NORTE PIAUIENSE,TERESINA,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,> 20,LARANJA,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-5.093218676411015,-42.69862666885265
71,443944,PI,CENTRO NORTE PIAUIENSE,TERESINA,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,> 20,LARANJA,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-5.093218676411015,-42.69862666885265
72,224572,PI,CENTRO NORTE PIAUIENSE,TERESINA,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,> 20,LARANJA,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-5.093218676411015,-42.69862666885265
73,82062,PI,CENTRO NORTE PIAUIENSE,TERESINA,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,> 20,LARANJA,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-5.093218676411015,-42.69862666885265
74,56260,PI,CENTRO NORTE PIAUIENSE,TERESINA,COMERCIO,COMERCIO VAREJISTA,"DE R$ 81.000,01 A R$ 360.000,00",210000.0,BAIXA,> 20,LARANJA,ACIMA DE 1 ANO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1,0,-5.093218676411015,-42.69862666885265
75,94186,RO,MADEIRA-GUAPORE,PORTO VELHO,COMERCIO,COMERCIO VAREJISTA,SEM INFORMACAO,0.0,MEDIA,<= 1,VERDE,ACIMA DE 1 ANO,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0.0,1,0,-8.76183,-63.902
76,167198,RO,MADEIRA-GUAPORE,PORTO VELHO,COMERCIO,COMERCIO VAREJISTA,SEM INFORMACAO,0.0,MEDIA,<= 1,VERDE,ACIMA DE 1 ANO,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0.0,1,0,-8.76183,-63.902
77,359464,RO,MADEIRA-GUAPORE,PORTO VELHO,COMERCIO,COMERCIO VAREJISTA,SEM INFORMACAO,0.0,MEDIA,<= 1,VERDE,ACIMA DE 1 ANO,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0.0,1,0,-8.76183,-63.902
78,396773,RO,MADEIRA-GUAPORE,PORTO VELHO,COMERCIO,COMERCIO VAREJISTA,SEM INFORMACAO,0.0,MEDIA,<= 1,VERDE,ACIMA DE 1 ANO,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0.0,1,0,-8.76183,-63.902
